,growing_temp,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
USA.19_1,USA,United States,USA.19_1,Louisiana,State,13.708333333333334
PRT.13_1,PRT,Portugal,PRT.13_1,Madeira,'Autonomous Region',1.0
DZA.20_1,DZA,Algeria,DZA.20_1,Ghardaïa,Province,1.0
TUN.21_1,TUN,Tunisia,TUN.21_1,Tataouine,Governorate,1.0
LBY.10_1,LBY,Libya,LBY.10_1,An Nuqat al Khams,District,2.5
LBY.11_1,LBY,Libya,LBY.11_1,Az Zawiyah,District,2.5
LBY.20_1,LBY,Libya,LBY.20_1,Tripoli,District,4.0
LBY.7_1,LBY,Libya,LBY.7_1,Al Marj,District,5.666666666666667
LBY.2_1,LBY,Libya,LBY.2_1,Al Jabal al Akhdar,District,5.0
LBY.13_1,LBY,Libya,LBY.13_1,Darnah,District,4.428571428571429
ISR.5_1,ISR,Israel,ISR.5_1,HaZafon,District,7.0
SYR.4_1,SYR,Syria,SYR.4_1,As Suwayda',Province,2.5
IRQ.9_1,IRQ,Iraq,IRQ.9_1,Babil,Province,1.0
IRQ.15_1,IRQ,Iraq,IRQ.15_1,Maysan,Province,3.25
IRN.15_1,IRN,Iran,IRN.15_1,Khuzestan,Province,4.518518518518518
AFG.34_1,AFG,Afghanistan,AFG.34_1,Zabul,Province,3.5
IND.13_1,IND,India,IND.13_1,Himachal Pradesh,Union Territory,7.95
CHN.13_1,CHN,China,CHN.13_1,Hubei,Province,11.520547945205479
JPN.21_1,JPN,Japan,JPN.21_1,Kumamoto,Prefecture,11.5
JPN.25_1,JPN,Japan,JPN.25_1,Miyazaki,Prefecture,12.0
MEX.3_1,MEX,Mexico,MEX.3_1,Baja California,State,1.8571428571428572
MEX.26_1,MEX,Mexico,MEX.26_1,Sonora,State,2.4507042253521125
MAR.8_1,MAR,Morocco,MAR.8_1,Marrakech - Tensift - Al Haouz,Region,5.090909090909091
MAR.13_1,MAR,Morocco,MAR.13_1,Tadla - Azilal,Region,5.666666666666667
DZA.7_1,DZA,Algeria,DZA.7_1,Béchar,Province,1.0
LBY.17_1,LBY,Libya,LBY.17_1,Nalut,District,1.0
LBY.4_1,LBY,Libya,LBY.4_1,Al Jifarah,District,1.0
LBY.8_1,LBY,Libya,LBY.8_1,Al Marqab,District,3.3333333333333335
LBY.15_1,LBY,Libya,LBY.15_1,Misratah,District,2.3333333333333335
LBY.12_1,LBY,Libya,LBY.12_1,Benghazi,District,4.428571428571429
PSE.2_1,PSE,Palestina,PSE.2_1,West Bank,District,7.0
JOR.1_1,JOR,Jordan,JOR.1_1,Ajlun,Province,7.0
IRQ.14_1,IRQ,Iraq,IRQ.14_1,Karbala',Province,1.0
IRQ.5_1,IRQ,Iraq,IRQ.5_1,An-Najaf,Province,1.0
IRQ.4_1,IRQ,Iraq,IRQ.4_1,Al-Qadisiyah,Province,1.0
IRN.4_1,IRN,Iran,IRN.4_1,Chahar Mahall and Bakhtiari,Province,4.0
AFG.15_1,AFG,Afghanistan,AFG.15_1,Kandahar,Province,2.391304347826087
MEX.6_1,MEX,Mexico,MEX.6_1,Chihuahua,State,2.8131868131868134
MAR.12_1,MAR,Morocco,MAR.12_1,Souss - Massa - Draâ,Region,2.6785714285714284
LBY.3_1,LBY,Libya,LBY.3_1,Al Jabal al Gharbi,District,1.0
LBY.1_1,LBY,Libya,LBY.1_1,Al Butnan,District,1.0625
ISR.2_1,ISR,Israel,ISR.2_1,HaDarom,District,3.0
JOR.9_1,JOR,Jordan,JOR.9_1,Madaba,Province,5.0
JOR.2_1,JOR,Jordan,JOR.2_1,Amman,Province,4.0
JOR.12_1,JOR,Jordan,JOR.12_1,Zarqa,Province,1.0
SAU.3_1,SAU,Saudi Arabia,SAU.3_1,Al Hudud ash Shamaliyah,Region,1.0
IRQ.11_1,IRQ,Iraq,IRQ.11_1,Dhi-Qar,Province,1.0
IRN.13_1,IRN,Iran,IRN.13_1,Kerman,Province,1.7464788732394365
AFG.23_1,AFG,Afghanistan,AFG.23_1,Nimroz,Province,1.125
PAK.2_1,PAK,Pakistan,PAK.2_1,Baluchistan,Province,1.3951612903225807
IND.28_1,IND,India,IND.28_1,Punjab,State,5.235294117647059
CHN.3_1,CHN,China,CHN.3_1,Chongqing,Municipality,13.129032258064516
CHN.24_1,CHN,China,CHN.24_1,Shanghai,Municipality,11.666666666666666
JPN.18_1,JPN,Japan,JPN.18_1,Kagoshima,Prefecture,14.666666666666666
DZA.1_1,DZA,Algeria,DZA.1_1,Adrar,Province,1.0
LBY.19_1,LBY,Libya,LBY.19_1,Surt,District,1.3076923076923077
EGY.24_1,EGY,Egypt,EGY.24_1,Matrouh,Governorate,1.0
EGY.3_1,EGY,Egypt,EGY.3_1,Al Buhayrah,Governorate,1.6
EGY.23_1,EGY,Egypt,EGY.23_1,Kafr ash Shaykh,Governorate,1.0
EGY.21_1,EGY,Egypt,EGY.21_1,Dumyat,Governorate,1.0
EGY.20_1,EGY,Egypt,EGY.20_1,Bur Sa`id,Governorate,1.0
EGY.26_1,EGY,Egypt,EGY.26_1,Shamal Sina',Governorate,1.3
JOR.7_1,JOR,Jordan,JOR.7_1,Karak,Province,5.0
JOR.8_1,JOR,Jordan,JOR.8_1,Ma`an,Province,1.25
SAU.4_1,SAU,Saudi Arabia,SAU.4_1,Al Jawf,Region,1.0
IRQ.3_1,IRQ,Iraq,IRQ.3_1,Al-Muthannia,Province,1.0
IRN.16_1,IRN,Iran,IRN.16_1,Kohgiluyeh and Buyer Ahmad,Province,3.8
IRN.7_1,IRN,Iran,IRN.7_1,Fars,Province,3.617021276595745
IRN.26_1,IRN,Iran,IRN.26_1,Sistan and Baluchestan,Province,1.0161290322580645
IND.35_1,IND,India,IND.35_1,Uttarakhand,State,8.45
USA.10_1,USA,United States,USA.10_1,Florida,State,12.11320754716981
LBY.9_1,LBY,Libya,LBY.9_1,Al Wahat,District,1.1549295774647887
EGY.6_1,EGY,Egypt,EGY.6_1,Al Iskandariyah,Governorate,1.0
EGY.1_1,EGY,Egypt,EGY.1_1,Ad Daqahliyah,Governorate,1.0
EGY.16_1,EGY,Egypt,EGY.16_1,Ash Sharqiyah,Governorate,1.0
EGY.7_1,EGY,Egypt,EGY.7_1,Al Isma`iliyah,Governorate,1.0
JOR.11_1,JOR,Jordan,JOR.11_1,Tafilah,Province,3.0
IRQ.2_1,IRQ,Iraq,IRQ.2_1,Al-Basrah,Province,1.1428571428571428
IND.6_1,IND,India,IND.6_1,Chandigarh,Union Territory,6.0
CHN.31_1,CHN,China,CHN.31_1,Zhejiang,Province,12.91891891891892
MAR.6_1,MAR,Morocco,MAR.6_1,Guelmim - Es-Semara,Region,1.0
DZA.22_1,DZA,Algeria,DZA.22_1,Illizi,Province,1.0
EGY.8_1,EGY,Egypt,EGY.8_1,Al Jizah,Governorate,1.0
EGY.12_1,EGY,Egypt,EGY.12_1,Al Qalyubiyah,Governorate,1.0
EGY.15_1,EGY,Egypt,EGY.15_1,As Suways,Governorate,1.0
JOR.3_1,JOR,Jordan,JOR.3_1,Aqaba,Province,1.0
IND.12_1,IND,India,IND.12_1,Haryana,State,4.733333333333333
IND.34_1,IND,India,IND.34_1,Uttar Pradesh,State,6.351648351648351
NPL.4_1,NPL,Nepal,NPL.4_1,Mid-Western,Development Region,7.857142857142857
MEX.7_1,MEX,Mexico,MEX.7_1,Coahuila,State,1.0178571428571428
EGY.22_1,EGY,Egypt,EGY.22_1,Janub Sina',Governorate,1.0
KWT.3_1,KWT,Kuwait,KWT.3_1,Al Jahrah,Province,1.0
IRN.3_1,IRN,Iran,IRN.3_1,Bushehr,Province,3.857142857142857
IND.29_1,IND,India,IND.29_1,Rajasthan,State,3.5234375
NPL.3_1,NPL,Nepal,NPL.3_1,Far-Western,Development Region,9.166666666666666
CHN.14_1,CHN,China,CHN.14_1,Hunan,Province,13.097222222222221
CHN.16_1,CHN,China,CHN.16_1,Jiangxi,Province,13.73015873015873
DZA.44_1,DZA,Algeria,DZA.44_1,Tindouf,Province,1.0
DZA.41_1,DZA,Algeria,DZA.41_1,Tamanghasset,Province,1.0
LBY.22_1,LBY,Libya,LBY.22_1,Wadi ash Shati',District,1.0
LBY.5_1,LBY,Libya,LBY.5_1,Al Jufrah,District,1.0
EGY.4_1,EGY,Egypt,EGY.4_1,Al Fayyum,Governorate,1.0
IND.3_1,IND,India,IND.3_1,Arunachal Pradesh,State,11.32258064516129
ESP.14_1,ESP,Spain,ESP.14_1,Islas Canarias,Autonomous Community,6.0
EGY.10_1,EGY,Egypt,EGY.10_1,Al Minya,Governorate,1.0
EGY.19_1,EGY,Egypt,EGY.19_1,Bani Suwayf,Governorate,1.0
EGY.2_1,EGY,Egypt,EGY.2_1,Al Bahr al Ahmar,Governorate,1.0
SAU.13_1,SAU,Saudi Arabia,SAU.13_1,Tabuk,Region,1.0
SAU.9_1,SAU,Saudi Arabia,SAU.9_1,Ha'il,Region,1.0
SAU.8_1,SAU,Saudi Arabia,SAU.8_1,Ash Sharqiyah,Region,1.0
KWT.1_1,KWT,Kuwait,KWT.1_1,Al Ahmadi,Province,1.0
IRN.11_1,IRN,Iran,IRN.11_1,Hormozgan,Province,1.6666666666666667
IND.25_1,IND,India,IND.25_1,NCT of Delhi,Union Territory,5.0
NPL.5_1,NPL,Nepal,NPL.5_1,West,Development Region,8.8
CHN.30_1,CHN,China,CHN.30_1,Yunnan,Province,10.630434782608695
CHN.8_1,CHN,China,CHN.8_1,Guizhou,Province,12.723076923076922
PAK.8_1,PAK,Pakistan,PAK.8_1,Sind,Province,1.24
NPL.1_1,NPL,Nepal,NPL.1_1,Central,Development Region,8.8
MMR.4_1,MMR,Myanmar,MMR.4_1,Kachin,State,11.212121212121213
CHN.4_1,CHN,China,CHN.4_1,Fujian,Province,14.6
MEX.2_1,MEX,Mexico,MEX.2_1,Baja California Sur,State,1.3461538461538463
MAR.7_1,MAR,Morocco,MAR.7_1,Laâyoune - Boujdour - Sakia El Hamra,Region,1.0
LBY.18_1,LBY,Libya,LBY.18_1,Sabha,District,1.0
EGY.18_1,EGY,Egypt,EGY.18_1,Asyut,Governorate,1.0
NPL.2_1,NPL,Nepal,NPL.2_1,East,Development Region,9.363636363636363
IND.30_1,IND,India,IND.30_1,Sikkim,State,8.0
BTN.14_1,BTN,Bhutan,BTN.14_1,Thimphu,District,5.0
BTN.10_1,BTN,Bhutan,BTN.10_1,Punakha,District,8.0
BTN.18_1,BTN,Bhutan,BTN.18_1,Wangduephodrang,District,11.0
BTN.1_1,BTN,Bhutan,BTN.1_1,Bumthang,District,8.0
BTN.6_1,BTN,Bhutan,BTN.6_1,Lhuentse,District,10.0
IND.4_1,IND,India,IND.4_1,Assam,State,11.931034482758621
MEX.19_1,MEX,Mexico,MEX.19_1,Nuevo León,State,2.652173913043478
MEX.28_1,MEX,Mexico,MEX.28_1,Tamaulipas,State,3.7142857142857144
ESH.3_1,ESH,Western Sahara,ESH.3_1,Laayoune,Province,1.0
ESH.2_1,ESH,Western Sahara,ESH.2_1,Es Semara,Province,1.0
LBY.14_1,LBY,Libya,LBY.14_1,Ghat,District,1.0
LBY.21_1,LBY,Libya,LBY.21_1,Wadi al Hayat,District,1.0
EGY.14_1,EGY,Egypt,EGY.14_1,Al Wadi al Jadid,Governorate,1.0
SAU.5_1,SAU,Saudi Arabia,SAU.5_1,Al Madinah,Region,1.0
SAU.6_1,SAU,Saudi Arabia,SAU.6_1,Al Quassim,Region,1.0
SAU.7_1,SAU,Saudi Arabia,SAU.7_1,Ar Riyad,Region,1.0
IND.5_1,IND,India,IND.5_1,Bihar,State,7.848484848484849
BTN.5_1,BTN,Bhutan,BTN.5_1,Haa,District,10.0
BTN.3_1,BTN,Bhutan,BTN.3_1,Dagana,District,10.0
BTN.20_1,BTN,Bhutan,BTN.20_1,Zhemgang,District,12.0
BTN.7_1,BTN,Bhutan,BTN.7_1,Monggar,District,12.0
BTN.15_1,BTN,Bhutan,BTN.15_1,Trashigang,District,12.0
MMR.12_1,MMR,Myanmar,MMR.12_1,Sagaing,Division,11.11111111111111
MEX.25_1,MEX,Mexico,MEX.25_1,Sinaloa,State,5.809523809523809
MEX.10_1,MEX,Mexico,MEX.10_1,Durango,State,4.744186046511628
MRT.12_1,MRT,Mauritania,MRT.12_1,Tiris Zemmour,Region,1.0
LBY.16_1,LBY,Libya,LBY.16_1,Murzuq,District,1.0
LBY.6_1,LBY,Libya,LBY.6_1,Al Kufrah,District,1.0
EGY.27_1,EGY,Egypt,EGY.27_1,Suhaj,Governorate,1.0
IND.19_1,IND,India,IND.19_1,Madhya Pradesh,State,6.084905660377358
IND.36_1,IND,India,IND.36_1,West Bengal,State,8.733333333333333
IND.24_1,IND,India,IND.24_1,Nagaland,State,12.333333333333334
JPN.32_1,JPN,Japan,JPN.32_1,Okinawa,Prefecture,16.0
ESH.1_1,ESH,Western Sahara,ESH.1_1,Boujdour,Province,1.0
EGY.25_1,EGY,Egypt,EGY.25_1,Qina,Governorate,1.0
BGD.6_1,BGD,Bangladesh,BGD.6_1,Rangpur,Division,10.0
CHN.7_1,CHN,China,CHN.7_1,Guangxi,Autonomous Region,14.117647058823529
BHS.3_1,BHS,Bahamas,BHS.3_1,Biminis,District,0.0
QAT.3_1,QAT,Qatar,QAT.3_1,Al Khor,Municipality,1.0
OMN.10_1,OMN,Oman,OMN.10_1,Musandam,Province,1.0
IND.22_1,IND,India,IND.22_1,Meghalaya,State,11.777777777777779
EGY.17_1,EGY,Egypt,EGY.17_1,Aswan,Governorate,1.0
QAT.5_1,QAT,Qatar,QAT.5_1,Ar Rayyan,Municipality,1.0
ARE.6_1,ARE,United Arab Emirates,ARE.6_1,Sharjah,Emirate,1.0
IND.15_1,IND,India,IND.15_1,Jharkhand,State,7.774193548387097
IND.21_1,IND,India,IND.21_1,Manipur,State,12.125
CHN.6_1,CHN,China,CHN.6_1,Guangdong,Province,14.266666666666667
MEX.32_1,MEX,Mexico,MEX.32_1,Zacatecas,State,3.2
BHS.23_1,BHS,Bahamas,BHS.23_1,North Andros,District,11.0
BHS.30_1,BHS,Bahamas,BHS.30_1,South Eleuthera,District,11.0
MLI.9_1,MLI,Mali,MLI.9_1,Timbuktu,Region,1.1016949152542372
QAT.4_1,QAT,Qatar,QAT.4_1,Al Wakrah,Municipality,1.0
ARE.1_1,ARE,United Arab Emirates,ARE.1_1,Abu Dhabi,Emirate,1.0
ARE.3_1,ARE,United Arab Emirates,ARE.3_1,Dubai,Emirate,1.0
OMN.2_1,OMN,Oman,OMN.2_1,Al Batinah North,Region,1.0
BGD.5_1,BGD,Bangladesh,BGD.5_1,Rajshahi,Division,9.571428571428571
BGD.3_1,BGD,Bangladesh,BGD.3_1,Dhaka,Division,10.75
BGD.7_1,BGD,Bangladesh,BGD.7_1,Sylhet,Division,11.2
TWN.7_1,TWN,Taiwan,TWN.7_1,Taiwan,Province,15.125
MEX.24_1,MEX,Mexico,MEX.24_1,San Luis Potosí,State,3.6818181818181817
BHS.18_1,BHS,Bahamas,BHS.18_1,Mangrove Cay,District,11.0
ESH.4_1,ESH,Western Sahara,ESH.4_1,Oued el Dahab,Province,1.0
OMN.4_1,OMN,Oman,OMN.4_1,Al Buraymi,Region,1.0
IND.11_1,IND,India,IND.11_1,Gujarat,State,4.848484848484849
IND.33_1,IND,India,IND.33_1,Tripura,State,11.4
IND.23_1,IND,India,IND.23_1,Mizoram,State,11.714285714285714
TWN.4_1,TWN,Taiwan,TWN.4_1,Taichung,Special Municipality,15.5
BHS.29_1,BHS,Bahamas,BHS.29_1,South Andros,District,11.0
MRT.1_1,MRT,Mauritania,MRT.1_1,Adrar,Region,1.0
OMN.5_1,OMN,Oman,OMN.5_1,Al Dhahira,Region,1.0
OMN.3_1,OMN,Oman,OMN.3_1,Al Batinah South,Region,1.0
IND.7_1,IND,India,IND.7_1,Chhattisgarh,State,7.041666666666667
BGD.4_1,BGD,Bangladesh,BGD.4_1,Khulna,Division,9.444444444444445
BGD.2_1,BGD,Bangladesh,BGD.2_1,Chittagong,Division,11.0
MMR.3_1,MMR,Myanmar,MMR.3_1,Chin,State,11.25
MMR.13_1,MMR,Myanmar,MMR.13_1,Shan,State,10.60377358490566
NER.1_1,NER,Niger,NER.1_1,Agadez,Department,1.0093457943925233
TCD.21_1,TCD,Chad,TCD.21_1,Tibesti,Region,1.0
SAU.11_1,SAU,Saudi Arabia,SAU.11_1,Makkah,Region,1.0
OMN.1_1,OMN,Oman,OMN.1_1,Ad Dakhliyah,Region,1.0
OMN.11_1,OMN,Oman,OMN.11_1,Muscat,Province,1.0
VNM.26_1,VNM,Vietnam,VNM.26_1,Hà Giang,Province,12.0
TWN.5_1,TWN,Taiwan,TWN.5_1,Tainan,Special Municipality,11.0
TWN.2_1,TWN,Taiwan,TWN.2_1,Kaohsiung,Special Municipality,12.0
MEX.18_1,MEX,Mexico,MEX.18_1,Nayarit,State,7.0
CUB.13_1,CUB,Cuba,CUB.13_1,Pinar del Río,Province,12.25
CUB.9_1,CUB,Cuba,CUB.9_1,La Habana,Province,11.0
CUB.12_1,CUB,Cuba,CUB.12_1,Mayabeque,Province,9.5
CUB.11_1,CUB,Cuba,CUB.11_1,Matanzas,Province,9.5
CUB.16_1,CUB,Cuba,CUB.16_1,Villa Clara,Province,10.666666666666666
BHS.10_1,BHS,Bahamas,BHS.10_1,Crooked Island,District,11.0
SDN.11_1,SDN,Sudan,SDN.11_1,Red Sea,State,1.0
OMN.7_1,OMN,Oman,OMN.7_1,Ash Sharqiyah North,Region,1.0
OMN.8_1,OMN,Oman,OMN.8_1,Ash Sharqiyah South,Region,1.0
BGD.1_1,BGD,Bangladesh,BGD.1_1,Barisal,Division,10.666666666666666
VNM.38_1,VNM,Vietnam,VNM.38_1,Lào Cai,Province,12.0
VNM.14_1,VNM,Vietnam,VNM.14_1,Cao Bằng,Province,13.0
MEX.14_1,MEX,Mexico,MEX.14_1,Jalisco,State,6.964285714285714
MEX.1_1,MEX,Mexico,MEX.1_1,Aguascalientes,State,5.333333333333333
MEX.30_1,MEX,Mexico,MEX.30_1,Veracruz,State,11.708333333333334
CUB.3_1,CUB,Cuba,CUB.3_1,Cienfuegos,Province,9.5
CUB.14_1,CUB,Cuba,CUB.14_1,Sancti Spíritus,Province,10.0
CUB.2_1,CUB,Cuba,CUB.2_1,Ciego de Ávila,Province,9.666666666666666
MRT.7_1,MRT,Mauritania,MRT.7_1,Hodh ech Chargui,Region,1.3492063492063493
IND.26_1,IND,India,IND.26_1,Odisha,State,7.660377358490566
MMR.8_1,MMR,Myanmar,MMR.8_1,Mandalay,Division,10.0
LAO.10_1,LAO,Laos,LAO.10_1,Phôngsali,Province,11.25
VNM.20_1,VNM,Vietnam,VNM.20_1,Điện Biên,Province,11.75
VNM.36_1,VNM,Vietnam,VNM.36_1,Lai Châu,Province,12.0
VNM.60_1,VNM,Vietnam,VNM.60_1,Tuyên Quang,Province,11.5
VNM.4_1,VNM,Vietnam,VNM.4_1,Bắc Kạn,Province,12.0
VNM.35_1,VNM,Vietnam,VNM.35_1,Lạng Sơn,Province,13.0
HKG.2_1,HKG,Hong Kong,HKG.2_1,Eastern,District,14.0
MEX.11_1,MEX,Mexico,MEX.11_1,Guanajuato,State,6.0
CUB.8_1,CUB,Cuba,CUB.8_1,Isla de la Juventud,Province,12.0
CUB.1_1,CUB,Cuba,CUB.1_1,Camagüey,Province,10.2
TCA.2_1,TCA,Turks and Caicos Islands,TCA.2_1,Middle Caicos,District,11.0
TCD.3_1,TCD,Chad,TCD.3_1,Borkou,Region,1.0232558139534884
SDN.10_1,SDN,Sudan,SDN.10_1,Northern,State,1.0
SDN.12_1,SDN,Sudan,SDN.12_1,River Nile,State,1.0
OMN.6_1,OMN,Oman,OMN.6_1,Al Wusta,Region,1.0
IND.20_1,IND,India,IND.20_1,Maharashtra,State,6.41747572815534
MMR.7_1,MMR,Myanmar,MMR.7_1,Magway,Division,10.0
VNM.52_1,VNM,Vietnam,VNM.52_1,Sơn La,Province,11.666666666666666
VNM.63_1,VNM,Vietnam,VNM.63_1,Yên Bái,Province,11.5
VNM.56_1,VNM,Vietnam,VNM.56_1,Thái Nguyên,Province,12.0
MEX.22_1,MEX,Mexico,MEX.22_1,Querétaro,State,6.75
MEX.13_1,MEX,Mexico,MEX.13_1,Hidalgo,State,8.625
MEX.31_1,MEX,Mexico,MEX.31_1,Yucatán,State,8.923076923076923
MEX.23_1,MEX,Mexico,MEX.23_1,Quintana Roo,State,10.666666666666666
CUB.10_1,CUB,Cuba,CUB.10_1,Las Tunas,Province,9.25
MRT.4_1,MRT,Mauritania,MRT.4_1,Dakhlet Nouadhibou,Region,1.0
MLI.4_1,MLI,Mali,MLI.4_1,Kidal,Region,1.0
MMR.11_1,MMR,Myanmar,MMR.11_1,Rakhine,State,10.083333333333334
LAO.7_1,LAO,Laos,LAO.7_1,Louang Namtha,Province,11.0
VNM.44_1,VNM,Vietnam,VNM.44_1,Phú Thọ,Province,11.0
VNM.27_1,VNM,Vietnam,VNM.27_1,Hà Nội,City,11.5
VNM.3_1,VNM,Vietnam,VNM.3_1,Bắc Giang,Province,13.5
VNM.49_1,VNM,Vietnam,VNM.49_1,Quảng Ninh,Province,14.0
USA.12_1,USA,United States,USA.12_1,Hawaii,State,15.0
MEX.21_1,MEX,Mexico,MEX.21_1,Puebla,State,8.583333333333334
CUB.7_1,CUB,Cuba,CUB.7_1,Holguín,Province,10.0
MRT.9_1,MRT,Mauritania,MRT.9_1,Inchiri,Region,1.0
TCD.6_1,TCD,Chad,TCD.6_1,Ennedi Ouest,Region,1.0
SAU.1_1,SAU,Saudi Arabia,SAU.1_1,`Asir,Region,1.0
OMN.9_1,OMN,Oman,OMN.9_1,Dhofar,Province,1.0
LAO.9_1,LAO,Laos,LAO.9_1,Oudômxai,Province,11.0
LAO.8_1,LAO,Laos,LAO.8_1,Louangphrabang,Province,11.0
LAO.5_1,LAO,Laos,LAO.5_1,Houaphan,Province,11.0
VNM.30_1,VNM,Vietnam,VNM.30_1,Hoà Bình,Province,12.0
VNM.22_1,VNM,Vietnam,VNM.22_1,Hải Dương,Province,13.0
VNM.23_1,VNM,Vietnam,VNM.23_1,Hải Phòng,City,14.0
MEX.16_1,MEX,Mexico,MEX.16_1,Michoacán,State,7.578947368421052
MEX.4_1,MEX,Mexico,MEX.4_1,Campeche,State,10.117647058823529
CUB.5_1,CUB,Cuba,CUB.5_1,Granma,Province,10.0
CUB.15_1,CUB,Cuba,CUB.15_1,Santiago de Cuba,Province,11.0
CUB.6_1,CUB,Cuba,CUB.6_1,Guantánamo,Province,11.666666666666666
SAU.2_1,SAU,Saudi Arabia,SAU.2_1,Al Bahah,Region,1.0
THA.11_1,THA,Thailand,THA.11_1,Chiang Rai,Province,11.0
LAO.2_1,LAO,Laos,LAO.2_1,Bokeo,Province,11.0
VNM.57_1,VNM,Vietnam,VNM.57_1,Thanh Hóa,Province,12.0
VNM.42_1,VNM,Vietnam,VNM.42_1,Ninh Bình,Province,13.0
VNM.40_1,VNM,Vietnam,VNM.40_1,Nam Định,Province,14.0
MEX.15_1,MEX,Mexico,MEX.15_1,México,State,7.75
CYM.2_1,CYM,Cayman Islands,CYM.2_1,Cayman Brac,District,0.0
HTI.6_1,HTI,Haiti,HTI.6_1,Nord-Ouest,Department,10.0
HTI.3_1,HTI,Haiti,HTI.3_1,L'Artibonite,Department,10.333333333333334
HTI.7_1,HTI,Haiti,HTI.7_1,Nord,Department,13.0
DOM.17_1,DOM,Dominican Republic,DOM.17_1,Monte Cristi,Province,10.0
DOM.21_1,DOM,Dominican Republic,DOM.21_1,Puerto Plata,Province,11.0
TCD.5_1,TCD,Chad,TCD.5_1,Ennedi Est,Region,1.1538461538461537
SDN.8_1,SDN,Sudan,SDN.8_1,North Darfur,State,1.7523809523809524
IND.32_1,IND,India,IND.32_1,Telangana,State,6.871794871794871
MMR.5_1,MMR,Myanmar,MMR.5_1,Kayah,State,10.0
THA.10_1,THA,Thailand,THA.10_1,Chiang Mai,Province,10.0
LAO.15_1,LAO,Laos,LAO.15_1,Xaignabouri,Province,10.125
LAO.18_1,LAO,Laos,LAO.18_1,Xiangkhoang,Province,11.0
VNM.41_1,VNM,Vietnam,VNM.41_1,Nghệ An,Province,11.666666666666666
CHN.9_1,CHN,China,CHN.9_1,Hainan,Province,13.272727272727273
MEX.8_1,MEX,Mexico,MEX.8_1,Colima,State,7.0
MEX.9_1,MEX,Mexico,MEX.9_1,Distrito Federal,Federal District,8.0
MEX.29_1,MEX,Mexico,MEX.29_1,Tlaxcala,State,8.0
HTI.1_1,HTI,Haiti,HTI.1_1,Centre,Department,11.0
DOM.29_1,DOM,Dominican Republic,DOM.29_1,Santiago Rodríguez,Province,13.0
DOM.30_1,DOM,Dominican Republic,DOM.30_1,Santiago,Province,14.0
DOM.6_1,DOM,Dominican Republic,DOM.6_1,Duarte,Province,14.0
DOM.15_1,DOM,Dominican Republic,DOM.15_1,María Trinidad Sánchez,Province,14.0
DOM.23_1,DOM,Dominican Republic,DOM.23_1,Samaná,Province,14.0
MRT.11_1,MRT,Mauritania,MRT.11_1,Tagant,Region,1.0625
SAU.12_1,SAU,Saudi Arabia,SAU.12_1,Najran,Region,1.0
MMR.2_1,MMR,Myanmar,MMR.2_1,Bago,Division,9.416666666666666
MMR.6_1,MMR,Myanmar,MMR.6_1,Kayin,State,9.166666666666666
THA.23_1,THA,Thailand,THA.23_1,Mae Hong Son,Province,9.5
THA.41_1,THA,Thailand,THA.41_1,Phayao,Province,10.0
THA.32_1,THA,Thailand,THA.32_1,Nan,Province,9.666666666666666
LAO.14_1,LAO,Laos,LAO.14_1,Vientiane,Province,10.0
LAO.16_1,LAO,Laos,LAO.16_1,Xaisômboun,Special Region|Zone,10.333333333333334
MEX.12_1,MEX,Mexico,MEX.12_1,Guerrero,State,7.826086956521739
MEX.17_1,MEX,Mexico,MEX.17_1,Morelos,State,8.0
HTI.8_1,HTI,Haiti,HTI.8_1,Ouest,Department,11.0
DOM.26_1,DOM,Dominican Republic,DOM.26_1,San Juan,Province,11.0
DOM.1_1,DOM,Dominican Republic,DOM.1_1,Azua,Province,12.0
DOM.24_1,DOM,Dominican Republic,DOM.24_1,San Cristóbal,Province,12.0
DOM.18_1,DOM,Dominican Republic,DOM.18_1,Monte Plata,Province,12.0
DOM.9_1,DOM,Dominican Republic,DOM.9_1,Hato Mayor,Province,13.0
DOM.11_1,DOM,Dominican Republic,DOM.11_1,La Altagracia,Province,11.0
MRT.13_1,MRT,Mauritania,MRT.13_1,Trarza,Region,1.1304347826086956
MLI.2_1,MLI,Mali,MLI.2_1,Gao,Region,1.2280701754385965
YEM.12_1,YEM,Yemen,YEM.12_1,Hadramawt,Governorate,1.0
IND.2_1,IND,India,IND.2_1,Andhra Pradesh,State,6.849056603773585
THA.19_1,THA,Thailand,THA.19_1,Lampang,Province,10.0
THA.47_1,THA,Thailand,THA.47_1,Phrae,Province,9.333333333333334
LAO.3_1,LAO,Laos,LAO.3_1,Bolikhamxai,Province,10.666666666666666
VNM.29_1,VNM,Vietnam,VNM.29_1,Hà Tĩnh,Province,13.0
MEX.20_1,MEX,Mexico,MEX.20_1,Oaxaca,State,9.258064516129032
MEX.27_1,MEX,Mexico,MEX.27_1,Tabasco,State,12.88888888888889
BLZ.3_1,BLZ,Belize,BLZ.3_1,Corozal,District,12.0
JAM.14_1,JAM,Jamaica,JAM.14_1,Westmoreland,Parish,14.0
JAM.13_1,JAM,Jamaica,JAM.13_1,Trelawny,Parish,14.0
JAM.7_1,JAM,Jamaica,JAM.7_1,Saint Ann,Parish,15.0
JAM.11_1,JAM,Jamaica,JAM.11_1,Saint Mary,Parish,15.0
